Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1_060471_IW2_20190408T162017_VV_F523-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190408T162002_20190408T162029_026701_02FF59_F523/IW2/VV/5.tiff,S1_060471_IW2_20190420T162017_VV_C895-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190420T162002_20190420T162030_026876_0305AB_C895/IW2/VV/5.tiff,59,12
S1_060471_IW2_20190514T162018_VV_A59F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190514T162003_20190514T162031_027226_0311D1_A59F/IW2/VV/5.tiff,S1_060471_IW2_20190619T162020_VV_442E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190619T162005_20190619T162032_027751_0321ED_442E/IW2/VV/5.tiff,59,36
S1_060471_IW2_20190625T161939_VV_692C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190625T161922_20190625T161950_016855_01FB70_692C/IW2/VV/6.tiff,S1_060471_IW2_20190806T162023_VV_3FBC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190806T162009_20190806T162036_028451_03371A_3FBC/IW2/VV/5.tiff,59,42
S1_060471_IW2_20200719T162029_VV_AE9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200719T162014_20200719T162041_033526_03E28C_AE9D/IW2/VV/5.tiff,S1_060471_IW2_20200917T162032_VV_8F73-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200917T162017_20200917T162044_034401_04003C_8F73/IW2/VV/5.tiff,59,60
S1_060471_IW2_20210702T162034_VV_E8EA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210702T162019_20210702T162046_038601_048E08_E8EA/IW2/VV/5.tiff,S1_060471_IW2_20210819T162036_VV_6009-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210819T162021_20210819T162049_039301_04A41E_6009/IW2/VV/5.tiff,59,48
S1_060471_IW2_20210720T161953_VV_F5DC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210720T161936_20210720T162004_027880_0353A0_F5DC/IW2/VV/6.tiff,S1_060471_IW2_20210726T162035_VV_AE0B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210726T162020_20210726T162047_038951_049892_AE0B/IW2/VV/5.tiff,59,6
S1_060471_IW2_20210801T161953_VV_DF76-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210801T161937_20210801T162005_028055_0358BD_DF76/IW2/VV/6.tiff,S1_060471_IW2_20210831T162037_VV_BBD5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210831T162022_20210831T162049_039476_04AA18_BBD5/IW2/VV/5.tiff,59,30
S1_060471_IW2_20220311T162034_VV_EC34-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220311T162019_20220311T162046_042276_050A00_EC34/IW2/VV/5.tiff,S1_060471_IW2_20220416T162035_VV_9F9E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220416T162020_20220416T162047_042801_051BCE_9F9E/IW2/VV/5.tiff,59,36
S1_060471_IW2_20220510T162036_VV_E33C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220510T162021_20220510T162048_043151_05274D_E33C/IW2/VV/5.tiff,S1_060471_IW2_20220627T162039_VV_3A33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220627T162025_20220627T162052_043851_053C25_3A33/IW2/VV/5.tiff,59,48
S1_060471_IW2_20220522T162037_VV_BB53-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220522T162022_20220522T162049_043326_052C83_BB53/IW2/VV/5.tiff,S1_060471_IW2_20220627T162039_VV_3A33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220627T162025_20220627T162052_043851_053C25_3A33/IW2/VV/5.tiff,59,36
S1_060471_IW2_20230222T162039_VV_7ABC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230222T162024_20230222T162052_047351_05AF0F_7ABC/IW2/VV/5.tiff,S1_060471_IW2_20230306T162040_VV_1D80-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230306T162025_20230306T162052_047526_05B4F9_1D80/IW2/VV/5.tiff,59,12
S1_060471_IW2_20170313T162003_VV_DF93-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170313T161949_20170313T162016_015676_019CAE_DF93/IW2/VV/5.tiff,S1_060471_IW2_20170331T161922_VV_F9D2-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170331T161908_20170331T161931_004955_008A97_F9D2/IW2/VV/5.tiff,58,18
S1_060471_IW2_20170406T162004_VV_5CEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170406T161949_20170406T162016_016026_01A713_5CEB/IW2/VV/5.tiff,S1_060471_IW2_20170430T162005_VV_1305-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170430T161950_20170430T162017_016376_01B1C2_1305/IW2/VV/5.tiff,58,24
S1_060471_IW2_20170430T162005_VV_1305-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170430T161950_20170430T162017_016376_01B1C2_1305/IW2/VV/5.tiff,S1_060471_IW2_20170518T161924_VV_7175-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170518T161910_20170518T161938_005655_009E73_7175/IW2/VV/5.tiff,58,18
S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,S1_060471_IW2_20171009T161931_VV_0D92-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171009T161914_20171009T161942_007755_00DB1D_0D92/IW2/VV/6.tiff,58,24
S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,S1_060471_IW2_20171015T162013_VV_F573-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171015T161958_20171015T162025_018826_01FC95_F573/IW2/VV/5.tiff,58,30
S1_060471_IW2_20171114T161931_VV_FE58-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171114T161914_20171114T161942_008280_00EA54_FE58/IW2/VV/6.tiff,S1_060471_IW2_20180101T161929_VV_665B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180101T161913_20180101T161936_008980_01006D_665B/IW2/VV/6.tiff,58,48
S1_060471_IW2_20171208T161930_VV_E151-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171208T161913_20171208T161937_008630_00F535_E151/IW2/VV/6.tiff,S1_060471_IW2_20180119T162010_VV_1649-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180119T161956_20180119T162023_020226_022839_1649/IW2/VV/5.tiff,58,42
S1_060471_IW2_20180119T162010_VV_1649-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180119T161956_20180119T162023_020226_022839_1649/IW2/VV/5.tiff,S1_060471_IW2_20180131T162010_VV_A63B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180131T161955_20180131T162022_020401_022DC7_A63B/IW2/VV/5.tiff,58,12
S1_060471_IW2_20180624T162015_VV_4BA5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180624T162000_20180624T162027_022501_026FE2_4BA5/IW2/VV/5.tiff,S1_060471_IW2_20180811T162017_VV_BA99-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180811T162003_20180811T162030_023201_028566_BA99/IW2/VV/5.tiff,58,48
S1_060471_IW2_20180928T162019_VV_E2D9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180928T162005_20180928T162032_023901_029BEA_E2D9/IW2/VV/5.tiff,S1_060471_IW2_20181010T162020_VV_CB83-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181010T162005_20181010T162032_024076_02A1A9_CB83/IW2/VV/5.tiff,58,12
S1_060471_IW2_20181215T161936_VV_11E1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181215T161920_20181215T161943_014055_01A17A_11E1/IW2/VV/6.tiff,S1_060471_IW2_20190108T161936_VV_EF20-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190108T161919_20190108T161942_014405_01ACFE_EF20/IW2/VV/6.tiff,58,24
S1_060471_IW2_20190607T162019_VV_1356-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190607T162005_20190607T162032_027576_031CA9_1356/IW2/VV/5.tiff,S1_060471_IW2_20190701T162021_VV_0EB0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190701T162006_20190701T162033_027926_032729_0EB0/IW2/VV/5.tiff,58,24
S1_060471_IW2_20190625T161939_VV_692C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190625T161922_20190625T161950_016855_01FB70_692C/IW2/VV/6.tiff,S1_060471_IW2_20190824T161942_VV_7E06-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190824T161926_20190824T161954_017730_0215BB_7E06/IW2/VV/6.tiff,58,60
S1_060471_IW2_20200613T162027_VV_654B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200613T162012_20200613T162039_033001_03D293_654B/IW2/VV/5.tiff,S1_060471_IW2_20200719T162029_VV_AE9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200719T162014_20200719T162041_033526_03E28C_AE9D/IW2/VV/5.tiff,58,36
S1_060471_IW2_20200707T162028_VV_9BF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200707T162013_20200707T162040_033351_03DD35_9BF6/IW2/VV/5.tiff,S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,58,60
S1_060471_IW2_20200830T161949_VV_DE6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200830T161933_20200830T162001_023155_02BF72_DE6D/IW2/VV/6.tiff,S1_060471_IW2_20200923T161950_VV_780D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200923T161934_20200923T162001_023505_02CA63_780D/IW2/VV/6.tiff,58,24
S1_060471_IW2_20200830T161949_VV_DE6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200830T161933_20200830T162001_023155_02BF72_DE6D/IW2/VV/6.tiff,S1_060471_IW2_20201011T162032_VV_589B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201011T162018_20201011T162045_034751_040C93_589B/IW2/VV/5.tiff,58,42
S1_060471_IW2_20210103T162030_VV_106E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210103T162015_20210103T162042_035976_0436F7_106E/IW2/VV/5.tiff,S1_060471_IW2_20210208T162029_VV_0BF4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210208T162014_20210208T162041_036501_044940_0BF4/IW2/VV/5.tiff,58,36
S1_060471_IW2_20210328T162029_VV_C0A2-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210328T162014_20210328T162041_037201_046194_C0A2/IW2/VV/5.tiff,S1_060471_IW2_20210509T161949_VV_11DB-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210509T161932_20210509T162000_026830_033484_11DB/IW2/VV/6.tiff,58,42
S1_060471_IW2_20210509T161949_VV_11DB-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210509T161932_20210509T162000_026830_033484_11DB/IW2/VV/6.tiff,S1_060471_IW2_20210626T161951_VV_E634-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210626T161935_20210626T162003_027530_03494A_E634/IW2/VV/6.tiff,58,48
S1_060471_IW2_20211018T162038_VV_2B60-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211018T162023_20211018T162051_040176_04C23C_2B60/IW2/VV/5.tiff,S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,58,60
S1_060471_IW2_20220110T162035_VV_8535-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220110T162021_20220110T162048_041401_04EC37_8535/IW2/VV/5.tiff,S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,58,48
S1_060471_IW2_20220311T162034_VV_EC34-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220311T162019_20220311T162046_042276_050A00_EC34/IW2/VV/5.tiff,S1_060471_IW2_20220323T162034_VV_38F3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220323T162020_20220323T162047_042451_050FF7_38F3/IW2/VV/5.tiff,58,12
S1_060471_IW2_20240324T162045_VV_214F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240324T162030_20240324T162057_053126_066F7A_214F/IW2/VV/5.tiff,S1_060471_IW2_20240511T162046_VV_2EB9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240511T162032_20240511T162059_053826_068A97_2EB9/IW2/VV/5.tiff,58,48
S1_060471_IW2_20240405T162046_VV_4C4D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240405T162031_20240405T162058_053301_06762B_4C4D/IW2/VV/5.tiff,S1_060471_IW2_20240511T162046_VV_2EB9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240511T162032_20240511T162059_053826_068A97_2EB9/IW2/VV/5.tiff,58,36
S1_060471_IW2_20240511T162046_VV_2EB9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240511T162032_20240511T162059_053826_068A97_2EB9/IW2/VV/5.tiff,S1_060471_IW2_20240523T162046_VV_D055-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240523T162031_20240523T162058_054001_06909E_D055/IW2/VV/5.tiff,58,12
S1_060471_IW2_20240511T162046_VV_2EB9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240511T162032_20240511T162059_053826_068A97_2EB9/IW2/VV/5.tiff,S1_060471_IW2_20240604T162046_VV_1557-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240604T162031_20240604T162058_054176_0696A9_1557/IW2/VV/5.tiff,58,24
S1_060471_IW2_20170629T162008_VV_D648-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170629T161954_20170629T162021_017251_01CC8E_D648/IW2/VV/5.tiff,S1_060471_IW2_20170717T161928_VV_4DA3-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170717T161911_20170717T161939_006530_00B7B2_4DA3/IW2/VV/6.tiff,57,18
S1_060471_IW2_20170629T162008_VV_D648-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170629T161954_20170629T162021_017251_01CC8E_D648/IW2/VV/5.tiff,S1_060471_IW2_20170804T162010_VV_FC89-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170804T161956_20170804T162023_017776_01DC8A_FC89/IW2/VV/5.tiff,57,36
S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,S1_060471_IW2_20171009T161931_VV_0D92-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171009T161914_20171009T161942_007755_00DB1D_0D92/IW2/VV/6.tiff,57,54
S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,S1_060471_IW2_20171015T162013_VV_F573-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171015T161958_20171015T162025_018826_01FC95_F573/IW2/VV/5.tiff,57,60
S1_060471_IW2_20180119T162010_VV_1649-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180119T161956_20180119T162023_020226_022839_1649/IW2/VV/5.tiff,S1_060471_IW2_20180308T162010_VV_0709-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180308T161955_20180308T162022_020926_023E81_0709/IW2/VV/5.tiff,57,48
S1_060471_IW2_20180125T161928_VV_9D87-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180125T161912_20180125T161935_009330_010BDE_9D87/IW2/VV/6.tiff,S1_060471_IW2_20180302T161928_VV_918C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180302T161911_20180302T161935_009855_011D2A_918C/IW2/VV/6.tiff,57,36
S1_060471_IW2_20180413T162011_VV_6BE1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180413T161956_20180413T162023_021451_024F0B_6BE1/IW2/VV/5.tiff,S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,57,60
S1_060471_IW2_20180525T161931_VV_7E91-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180525T161914_20180525T161942_011080_0144ED_7E91/IW2/VV/6.tiff,S1_060471_IW2_20180706T162015_VV_2C17-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180706T162000_20180706T162027_022676_0274FB_2C17/IW2/VV/5.tiff,57,42
S1_060471_IW2_20180618T161932_VV_F597-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180618T161916_20180618T161944_011430_014FE7_F597/IW2/VV/6.tiff,S1_060471_IW2_20180817T161936_VV_8D4C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180817T161919_20180817T161947_012305_016ACD_8D4C/IW2/VV/6.tiff,57,60
S1_060471_IW2_20180724T161935_VV_6763-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180724T161918_20180724T161946_011955_016017_6763/IW2/VV/6.tiff,S1_060471_IW2_20180916T162019_VV_874B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180916T162004_20180916T162031_023726_02963B_874B/IW2/VV/5.tiff,57,54
S1_060471_IW2_20181115T162019_VV_8B3F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181115T162005_20181115T162032_024601_02B39D_8B3F/IW2/VV/5.tiff,S1_060471_IW2_20181215T161936_VV_11E1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181215T161920_20181215T161943_014055_01A17A_11E1/IW2/VV/6.tiff,57,30
S1_060471_IW2_20181127T162019_VV_CC10-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181127T162004_20181127T162031_024776_02BA17_CC10/IW2/VV/5.tiff,S1_060471_IW2_20190126T162017_VV_C280-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190126T162002_20190126T162029_025651_02D94B_C280/IW2/VV/5.tiff,57,60
S1_060471_IW2_20190225T161935_VV_3762-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190225T161918_20190225T161941_015105_01C3BC_3762/IW2/VV/6.tiff,S1_060471_IW2_20190426T161936_VV_6375-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190426T161919_20190426T161943_015980_01E083_6375/IW2/VV/6.tiff,57,60
S1_060471_IW2_20190725T162022_VV_B1BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190725T162008_20190725T162035_028276_0331C3_B1BD/IW2/VV/5.tiff,S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,57,18
S1_060471_IW2_20200202T162023_VV_F923-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200202T162008_20200202T162035_031076_039215_F923/IW2/VV/5.tiff,S1_060471_IW2_20200402T162023_VV_65E0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200402T162008_20200402T162035_031951_03B08A_65E0/IW2/VV/5.tiff,57,60
S1_060471_IW2_20200607T161944_VV_401C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200607T161928_20200607T161956_021930_0299E6_401C/IW2/VV/6.tiff,S1_060471_IW2_20200806T161948_VV_3A8E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200806T161931_20200806T161959_022805_02B484_3A8E/IW2/VV/6.tiff,57,60
S1_060471_IW2_20200619T161945_VV_A79F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200619T161928_20200619T161956_022105_029F2F_A79F/IW2/VV/6.tiff,S1_060471_IW2_20200725T161947_VV_5EEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200725T161931_20200725T161958_022630_02AF31_5EEB/IW2/VV/6.tiff,57,36
S1_060471_IW2_20201210T162031_VV_D55E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201210T162016_20201210T162044_035626_042ADA_D55E/IW2/VV/5.tiff,S1_060471_IW2_20210208T162029_VV_0BF4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210208T162014_20210208T162041_036501_044940_0BF4/IW2/VV/5.tiff,57,60
S1_060471_IW2_20210316T162028_VV_24AB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210316T162014_20210316T162041_037026_045B8A_24AB/IW2/VV/5.tiff,S1_060471_IW2_20210515T162031_VV_FF5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210515T162016_20210515T162043_037901_04791B_FF5D/IW2/VV/5.tiff,57,60
S1_060471_IW2_20210614T161951_VV_EB00-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210614T161934_20210614T162002_027355_03445F_EB00/IW2/VV/6.tiff,S1_060471_IW2_20210813T161954_VV_883F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210813T161937_20210813T162005_028230_035E29_883F/IW2/VV/6.tiff,57,60
S1_060471_IW2_20210813T161954_VV_883F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210813T161937_20210813T162005_028230_035E29_883F/IW2/VV/6.tiff,S1_060471_IW2_20211006T162038_VV_13A4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211006T162023_20211006T162050_040001_04BC24_13A4/IW2/VV/5.tiff,57,54
S1_060471_IW2_20210906T161955_VV_02BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210906T161939_20210906T162007_028580_036921_02BC/IW2/VV/6.tiff,S1_060471_IW2_20211105T161956_VV_6D1A-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20211105T161939_20211105T162007_029455_0383E1_6D1A/IW2/VV/6.tiff,57,60
S1_060471_IW2_20211012T161956_VV_985F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20211012T161940_20211012T162008_029105_037918_985F/IW2/VV/6.tiff,S1_060471_IW2_20211030T162038_VV_5936-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211030T162023_20211030T162050_040351_04C84D_5936/IW2/VV/5.tiff,57,18
S1_060471_IW2_20220522T162037_VV_BB53-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220522T162022_20220522T162049_043326_052C83_BB53/IW2/VV/5.tiff,S1_060471_IW2_20220721T162041_VV_4A12-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220721T162026_20220721T162053_044201_05468F_4A12/IW2/VV/5.tiff,57,60
S1_060471_IW2_20220709T162040_VV_139F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220709T162025_20220709T162052_044026_054153_139F/IW2/VV/5.tiff,S1_060471_IW2_20220907T162044_VV_12E6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220907T162029_20220907T162056_044901_055D03_12E6/IW2/VV/5.tiff,57,60
S1_060471_IW2_20241026T162045_VV_C92E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241026T162030_20241026T162057_056276_06E437_C92E/IW2/VV/5.tiff,S1_060471_IW2_20241119T162044_VV_15DF-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241119T162030_20241119T162057_056626_06F228_15DF/IW2/VV/5.tiff,57,24
S1_060471_IW2_20170331T161922_VV_F9D2-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170331T161908_20170331T161931_004955_008A97_F9D2/IW2/VV/5.tiff,S1_060471_IW2_20170506T161923_VV_B1F1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170506T161910_20170506T161938_005480_0099A5_B1F1/IW2/VV/5.tiff,56,36
S1_060471_IW2_20170729T161928_VV_8CEC-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170729T161912_20170729T161940_006705_00BCAF_8CEC/IW2/VV/6.tiff,S1_060471_IW2_20170909T162012_VV_85A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170909T161957_20170909T162024_018301_01EC83_85A0/IW2/VV/5.tiff,56,42
