Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1_060471_IW2_20180805T161935_VV_AEF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180805T161918_20180805T161946_012130_016561_AEF6/IW2/VV/6.tiff,S1_060471_IW2_20180916T162019_VV_874B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180916T162004_20180916T162031_023726_02963B_874B/IW2/VV/5.tiff,125,42
S1_060471_IW2_20181121T161937_VV_2A41-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181121T161921_20181121T161944_013705_019626_2A41/IW2/VV/6.tiff,S1_060471_IW2_20181227T161936_VV_EA53-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181227T161920_20181227T161943_014230_01A747_EA53/IW2/VV/6.tiff,125,36
S1_060471_IW2_20200309T162023_VV_6A5E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200309T162008_20200309T162035_031601_03A443_6A5E/IW2/VV/5.tiff,S1_060471_IW2_20200414T162023_VV_0830-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200414T162009_20200414T162036_032126_03B6B8_0830/IW2/VV/5.tiff,125,36
S1_060471_IW2_20210807T162036_VV_28FA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210807T162021_20210807T162048_039126_049E15_28FA/IW2/VV/5.tiff,S1_060471_IW2_20210930T161956_VV_DA0B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210930T161939_20210930T162007_028930_0373B6_DA0B/IW2/VV/6.tiff,125,54
S1_060471_IW2_20211030T162038_VV_5936-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211030T162023_20211030T162050_040351_04C84D_5936/IW2/VV/5.tiff,S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,125,48
S1_060471_IW2_20221106T162044_VV_59A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221106T162029_20221106T162056_045776_0579C3_59A0/IW2/VV/5.tiff,S1_060471_IW2_20221118T162044_VV_0517-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221118T162029_20221118T162056_045951_057FA8_0517/IW2/VV/5.tiff,125,12
S1_060471_IW2_20221224T162042_VV_0DEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221224T162027_20221224T162054_046476_05918D_0DEB/IW2/VV/5.tiff,S1_060471_IW2_20230129T162041_VV_17F1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230129T162026_20230129T162053_047001_05A348_17F1/IW2/VV/5.tiff,125,36
S1_060471_IW2_20170325T162003_VV_1E5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170325T161949_20170325T162016_015851_01A1DF_1E5D/IW2/VV/5.tiff,S1_060471_IW2_20170506T161923_VV_B1F1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170506T161910_20170506T161938_005480_0099A5_B1F1/IW2/VV/5.tiff,124,42
S1_060471_IW2_20170512T162006_VV_A79A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170512T161951_20170512T162018_016551_01B70B_A79A/IW2/VV/5.tiff,S1_060471_IW2_20170629T162008_VV_D648-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170629T161954_20170629T162021_017251_01CC8E_D648/IW2/VV/5.tiff,124,48
S1_060471_IW2_20190315T162016_VV_D897-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190315T162001_20190315T162029_026351_02F27B_D897/IW2/VV/5.tiff,S1_060471_IW2_20190321T161934_VV_19C5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190321T161918_20190321T161941_015455_01CF29_19C5/IW2/VV/6.tiff,124,6
S1_060471_IW2_20210620T162033_VV_84BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210620T162018_20210620T162045_038426_0488CD_84BC/IW2/VV/5.tiff,S1_060471_IW2_20210708T161952_VV_D8BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210708T161935_20210708T162003_027705_034E6B_D8BD/IW2/VV/6.tiff,124,18
S1_060471_IW2_20210708T161952_VV_D8BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210708T161935_20210708T162003_027705_034E6B_D8BD/IW2/VV/6.tiff,S1_060471_IW2_20210801T161953_VV_DF76-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210801T161937_20210801T162005_028055_0358BD_DF76/IW2/VV/6.tiff,124,24
S1_060471_IW2_20211012T161956_VV_985F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20211012T161940_20211012T162008_029105_037918_985F/IW2/VV/6.tiff,S1_060471_IW2_20211018T162038_VV_2B60-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211018T162023_20211018T162051_040176_04C23C_2B60/IW2/VV/5.tiff,124,6
S1_060471_IW2_20220814T162042_VV_0D03-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220814T162028_20220814T162055_044551_05513A_0D03/IW2/VV/5.tiff,S1_060471_IW2_20220907T162044_VV_12E6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220907T162029_20220907T162056_044901_055D03_12E6/IW2/VV/5.tiff,124,24
S1_060471_IW2_20170617T162008_VV_E54B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170617T161953_20170617T162020_017076_01C749_E54B/IW2/VV/5.tiff,S1_060471_IW2_20170705T161927_VV_5903-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170705T161910_20170705T161938_006355_00B2B2_5903/IW2/VV/6.tiff,123,18
S1_060471_IW2_20170909T162012_VV_85A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170909T161957_20170909T162024_018301_01EC83_85A0/IW2/VV/5.tiff,S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,123,6
S1_060471_IW2_20181004T161938_VV_DDCD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181004T161921_20181004T161949_013005_018057_DDCD/IW2/VV/6.tiff,S1_060471_IW2_20181127T162019_VV_CC10-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181127T162004_20181127T162031_024776_02BA17_CC10/IW2/VV/5.tiff,123,54
S1_060471_IW2_20181109T161937_VV_5C63-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181109T161921_20181109T161949_013530_019099_5C63/IW2/VV/6.tiff,S1_060471_IW2_20181215T161936_VV_11E1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181215T161920_20181215T161943_014055_01A17A_11E1/IW2/VV/6.tiff,123,36
S1_060471_IW2_20190426T161936_VV_6375-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190426T161919_20190426T161943_015980_01E083_6375/IW2/VV/6.tiff,S1_060471_IW2_20190502T162018_VV_E587-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190502T162003_20190502T162030_027051_030C0B_E587/IW2/VV/5.tiff,123,6
S1_060471_IW2_20240124T162045_VV_3811-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240124T162031_20240124T162058_052251_065126_3811/IW2/VV/5.tiff,S1_060471_IW2_20240312T162045_VV_E833-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240312T162030_20240312T162057_052951_0668F0_E833/IW2/VV/5.tiff,123,48
S1_060471_IW2_20240217T162045_VV_4492-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240217T162030_20240217T162057_052601_065CFE_4492/IW2/VV/5.tiff,S1_060471_IW2_20240312T162045_VV_E833-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240312T162030_20240312T162057_052951_0668F0_E833/IW2/VV/5.tiff,123,24
S1_060471_IW2_20240312T162045_VV_E833-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240312T162030_20240312T162057_052951_0668F0_E833/IW2/VV/5.tiff,S1_060471_IW2_20240324T162045_VV_214F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240324T162030_20240324T162057_053126_066F7A_214F/IW2/VV/5.tiff,123,12
S1_060471_IW2_20240312T162045_VV_E833-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240312T162030_20240312T162057_052951_0668F0_E833/IW2/VV/5.tiff,S1_060471_IW2_20240405T162046_VV_4C4D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240405T162031_20240405T162058_053301_06762B_4C4D/IW2/VV/5.tiff,123,24
S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,S1_060471_IW2_20170611T161925_VV_1646-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170611T161909_20170611T161937_006005_00A89D_1646/IW2/VV/6.tiff,122,54
S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,S1_060471_IW2_20170909T162012_VV_85A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170909T161957_20170909T162024_018301_01EC83_85A0/IW2/VV/5.tiff,122,24
S1_060471_IW2_20170903T161930_VV_6416-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170903T161913_20170903T161941_007230_00CBEA_6416/IW2/VV/6.tiff,S1_060471_IW2_20171027T162013_VV_5454-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171027T161958_20171027T162025_019001_0201E8_5454/IW2/VV/5.tiff,122,54
S1_060471_IW2_20171126T161931_VV_B7C0-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171126T161914_20171126T161937_008455_00EFAD_B7C0/IW2/VV/6.tiff,S1_060471_IW2_20180113T161929_VV_3E8E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180113T161912_20180113T161936_009155_010629_3E8E/IW2/VV/6.tiff,122,48
S1_060471_IW2_20171220T161930_VV_C0F8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171220T161913_20171220T161936_008805_00FACD_C0F8/IW2/VV/6.tiff,S1_060471_IW2_20180125T161928_VV_9D87-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180125T161912_20180125T161935_009330_010BDE_9D87/IW2/VV/6.tiff,122,36
S1_060471_IW2_20180718T162016_VV_FD46-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180718T162001_20180718T162028_022851_027A57_FD46/IW2/VV/5.tiff,S1_060471_IW2_20180805T161935_VV_AEF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180805T161918_20180805T161946_012130_016561_AEF6/IW2/VV/6.tiff,122,18
S1_060471_IW2_20181227T161936_VV_EA53-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181227T161920_20181227T161943_014230_01A747_EA53/IW2/VV/6.tiff,S1_060471_IW2_20190219T162016_VV_2F07-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190219T162001_20190219T162029_026001_02E5CB_2F07/IW2/VV/5.tiff,122,54
S1_060471_IW2_20190114T162017_VV_34DB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190114T162002_20190114T162030_025476_02D2DD_34DB/IW2/VV/5.tiff,S1_060471_IW2_20190207T162016_VV_4BF1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190207T162001_20190207T162029_025826_02DF8D_4BF1/IW2/VV/5.tiff,122,24
S1_060471_IW2_20190824T161942_VV_7E06-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190824T161926_20190824T161954_017730_0215BB_7E06/IW2/VV/6.tiff,S1_060471_IW2_20191017T162026_VV_7F60-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191017T162011_20191017T162038_029501_035B5D_7F60/IW2/VV/5.tiff,122,54
S1_060471_IW2_20190923T162026_VV_CA3D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190923T162011_20190923T162038_029151_034F4C_CA3D/IW2/VV/5.tiff,S1_060471_IW2_20191110T162026_VV_4B9E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191110T162011_20191110T162038_029851_036795_4B9E/IW2/VV/5.tiff,122,48
S1_060471_IW2_20200707T162028_VV_9BF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200707T162013_20200707T162040_033351_03DD35_9BF6/IW2/VV/5.tiff,S1_060471_IW2_20200830T161949_VV_DE6D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200830T161933_20200830T162001_023155_02BF72_DE6D/IW2/VV/6.tiff,122,54
S1_060471_IW2_20200818T161948_VV_BE2E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200818T161932_20200818T162000_022980_02B9F1_BE2E/IW2/VV/6.tiff,S1_060471_IW2_20200824T162031_VV_9FD4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200824T162016_20200824T162043_034051_03F3F5_9FD4/IW2/VV/5.tiff,122,6
S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,S1_060471_IW2_20200923T161950_VV_780D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200923T161934_20200923T162001_023505_02CA63_780D/IW2/VV/6.tiff,122,18
S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,S1_060471_IW2_20201011T162032_VV_589B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201011T162018_20201011T162045_034751_040C93_589B/IW2/VV/5.tiff,122,36
S1_060471_IW2_20220603T162038_VV_637C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220603T162023_20220603T162050_043501_0531A9_637C/IW2/VV/5.tiff,S1_060471_IW2_20220627T162039_VV_3A33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220627T162025_20220627T162052_043851_053C25_3A33/IW2/VV/5.tiff,122,24
S1_060471_IW2_20180212T162010_VV_0D68-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180212T161955_20180212T162022_020576_023368_0D68/IW2/VV/5.tiff,S1_060471_IW2_20180407T161929_VV_4CE4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180407T161912_20180407T161935_010380_012E5F_4CE4/IW2/VV/6.tiff,121,54
S1_060471_IW2_20180401T162010_VV_4624-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180401T161955_20180401T162022_021276_024996_4624/IW2/VV/5.tiff,S1_060471_IW2_20180407T161929_VV_4CE4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180407T161912_20180407T161935_010380_012E5F_4CE4/IW2/VV/6.tiff,121,6
S1_060471_IW2_20180904T162019_VV_591C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180904T162004_20180904T162031_023551_02909E_591C/IW2/VV/5.tiff,S1_060471_IW2_20181103T162020_VV_F3E4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181103T162005_20181103T162032_024426_02AD35_F3E4/IW2/VV/5.tiff,121,60
S1_060471_IW2_20180922T161937_VV_6D07-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180922T161921_20180922T161949_012830_017B01_6D07/IW2/VV/6.tiff,S1_060471_IW2_20181004T161938_VV_DDCD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181004T161921_20181004T161949_013005_018057_DDCD/IW2/VV/6.tiff,121,12
S1_060471_IW2_20230821T162047_VV_FDFA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230821T162033_20230821T162100_049976_060335_FDFA/IW2/VV/5.tiff,S1_060471_IW2_20231020T162049_VV_2139-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231020T162034_20231020T162102_050851_062119_2139/IW2/VV/5.tiff,121,60
S1_060471_IW2_20241119T162044_VV_15DF-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241119T162030_20241119T162057_056626_06F228_15DF/IW2/VV/5.tiff,S1_060471_IW2_20241225T162041_VV_2868-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20241225T162027_20241225T162054_057151_070700_2868/IW2/VV/5.tiff,121,36
S1_060471_IW2_20171214T162012_VV_F917-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171214T161957_20171214T162024_019701_0217BF_F917/IW2/VV/5.tiff,S1_060471_IW2_20180125T161928_VV_9D87-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180125T161912_20180125T161935_009330_010BDE_9D87/IW2/VV/6.tiff,120,42
S1_060471_IW2_20180101T161929_VV_665B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180101T161913_20180101T161936_008980_01006D_665B/IW2/VV/6.tiff,S1_060471_IW2_20180107T162011_VV_DE69-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180107T161956_20180107T162023_020051_0222AB_DE69/IW2/VV/5.tiff,120,6
S1_060471_IW2_20181016T161938_VV_7DCB-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181016T161921_20181016T161949_013180_0185B1_7DCB/IW2/VV/6.tiff,S1_060471_IW2_20181103T162020_VV_F3E4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181103T162005_20181103T162032_024426_02AD35_F3E4/IW2/VV/5.tiff,120,18
S1_060471_IW2_20190120T161935_VV_F150-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190120T161919_20190120T161942_014580_01B29E_F150/IW2/VV/6.tiff,S1_060471_IW2_20190315T162016_VV_D897-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190315T162001_20190315T162029_026351_02F27B_D897/IW2/VV/5.tiff,120,54
S1_060471_IW2_20190219T162016_VV_2F07-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190219T162001_20190219T162029_026001_02E5CB_2F07/IW2/VV/5.tiff,S1_060471_IW2_20190420T162017_VV_C895-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190420T162002_20190420T162030_026876_0305AB_C895/IW2/VV/5.tiff,120,60
S1_060471_IW2_20210409T162029_VV_D8AD-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210409T162014_20210409T162041_037376_04679F_D8AD/IW2/VV/5.tiff,S1_060471_IW2_20210427T161948_VV_80ED-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210427T161931_20210427T161959_026655_032EEE_80ED/IW2/VV/6.tiff,120,18
S1_060471_IW2_20170518T161924_VV_7175-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170518T161910_20170518T161938_005655_009E73_7175/IW2/VV/5.tiff,S1_060471_IW2_20170711T162009_VV_1883-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170711T161954_20170711T162021_017426_01D1DE_1883/IW2/VV/5.tiff,119,54
S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,S1_060471_IW2_20171108T162013_VV_60B3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171108T161958_20171108T162025_019176_02074C_60B3/IW2/VV/5.tiff,119,54
S1_060471_IW2_20171003T162013_VV_C255-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171003T161958_20171003T162025_018651_01F73F_C255/IW2/VV/5.tiff,S1_060471_IW2_20171027T162013_VV_5454-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171027T161958_20171027T162025_019001_0201E8_5454/IW2/VV/5.tiff,119,24
S1_060471_IW2_20190102T162018_VV_03A6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190102T162003_20190102T162030_025301_02CC93_03A6/IW2/VV/5.tiff,S1_060471_IW2_20190114T162017_VV_34DB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190114T162002_20190114T162030_025476_02D2DD_34DB/IW2/VV/5.tiff,119,12
S1_060471_IW2_20190201T161935_VV_AA36-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190201T161918_20190201T161942_014755_01B83D_AA36/IW2/VV/6.tiff,S1_060471_IW2_20190225T161935_VV_3762-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190225T161918_20190225T161941_015105_01C3BC_3762/IW2/VV/6.tiff,119,24
S1_060471_IW2_20211024T161956_VV_A3AD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20211024T161940_20211024T162008_029280_037E86_A3AD/IW2/VV/6.tiff,S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,119,54
S1_060471_IW2_20211111T162038_VV_1D54-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211111T162023_20211111T162050_040526_04CE64_1D54/IW2/VV/5.tiff,S1_060471_IW2_20220110T162035_VV_8535-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220110T162021_20220110T162048_041401_04EC37_8535/IW2/VV/5.tiff,119,60
S1_060471_IW2_20231101T162048_VV_64D4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231101T162034_20231101T162101_051026_06271C_64D4/IW2/VV/5.tiff,S1_060471_IW2_20231231T162046_VV_8A6F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231231T162032_20231231T162059_051901_064551_8A6F/IW2/VV/5.tiff,119,60
S1_060471_IW2_20170313T162003_VV_DF93-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170313T161949_20170313T162016_015676_019CAE_DF93/IW2/VV/5.tiff,S1_060471_IW2_20170406T162004_VV_5CEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170406T161949_20170406T162016_016026_01A713_5CEB/IW2/VV/5.tiff,118,24
S1_060471_IW2_20170412T161922_VV_18A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170412T161908_20170412T161932_005130_008F99_18A0/IW2/VV/5.tiff,S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,118,6
S1_060471_IW2_20180501T161929_VV_E1CF-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180501T161913_20180501T161936_010730_013990_E1CF/IW2/VV/6.tiff,S1_060471_IW2_20180525T161931_VV_7E91-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180525T161914_20180525T161942_011080_0144ED_7E91/IW2/VV/6.tiff,118,24
S1_060471_IW2_20190707T161940_VV_53F6-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190707T161923_20190707T161951_017030_02009E_53F6/IW2/VV/6.tiff,S1_060471_IW2_20190731T161941_VV_C461-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190731T161924_20190731T161952_017380_020AEB_C461/IW2/VV/6.tiff,118,24
S1_060471_IW2_20190923T162026_VV_CA3D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190923T162011_20190923T162038_029151_034F4C_CA3D/IW2/VV/5.tiff,S1_060471_IW2_20191017T162026_VV_7F60-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191017T162011_20191017T162038_029501_035B5D_7F60/IW2/VV/5.tiff,118,24
S1_060471_IW2_20200426T162024_VV_B5DA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200426T162009_20200426T162036_032301_03BCD8_B5DA/IW2/VV/5.tiff,S1_060471_IW2_20200520T162025_VV_9B70-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200520T162010_20200520T162037_032651_03C81D_9B70/IW2/VV/5.tiff,118,24
S1_060471_IW2_20200707T162028_VV_9BF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200707T162013_20200707T162040_033351_03DD35_9BF6/IW2/VV/5.tiff,S1_060471_IW2_20200713T161946_VV_4257-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200713T161930_20200713T161958_022455_02A9E6_4257/IW2/VV/6.tiff,118,6
S1_060471_IW2_20200806T161948_VV_3A8E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200806T161931_20200806T161959_022805_02B484_3A8E/IW2/VV/6.tiff,S1_060471_IW2_20200812T162030_VV_444B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200812T162015_20200812T162042_033876_03EDCB_444B/IW2/VV/5.tiff,118,6
